id,video_id,video_path,birthday,recording_date,age
263986,229,quantex_at_home_id263986_2022_12_03_01.MP4,2018-04-14,2022-12-03,4.64
263986,232,quantex_at_home_id263986_2022_12_03_02.MP4,2018-04-14,2022-12-03,4.64
263986,161,quantex_at_home_id263986_2022_12_05_03.MP4,2018-04-14,2022-12-05,4.64
263986,200,quantex_at_home_id263986_2022_12_05_01.MP4,2018-04-14,2022-12-05,4.64
263986,240,quantex_at_home_id263986_2022_12_05_02.MP4,2018-04-14,2022-12-05,4.64
264089,5,quantex_at_home_id264089_2023_05_14_03.MP4,2019-09-04,2023-05-14,3.69
264089,79,quantex_at_home_id264089_2023_05_14_01.MP4,2019-09-04,2023-05-14,3.69
264089,112,quantex_at_home_id264089_2023_05_14_04.MP4,2019-09-04,2023-05-14,3.69
264089,148,quantex_at_home_id264089_2023_05_14_02.MP4,2019-09-04,2023-05-14,3.69
264089,83,quantex_at_home_id264089_2023_05_21_01.MP4,2019-09-04,2023-05-21,3.71
264235,91,quantex_at_home_id264235_2023_06_05_01.MP4,2020-02-21,2023-06-05,3.29
264235,141,quantex_at_home_id264235_2023_06_06_02.MP4,2020-02-21,2023-06-06,3.29
264235,151,quantex_at_home_id264235_2023_06_06_01.MP4,2020-02-21,2023-06-06,3.29
264235,138,quantex_at_home_id264235_2023_06_09_01.MP4,2020-02-21,2023-06-09,3.3
264351,172,quantex_at_home_id264351_2024_11_23_04.MP4,2020-10-09,2024-11-23,4.12
264351,175,quantex_at_home_id264351_2024_11_23_03.MP4,2020-10-09,2024-11-23,4.12
264351,239,quantex_at_home_id264351_2024_11_23_01.MP4,2020-10-09,2024-11-23,4.12
264351,259,quantex_at_home_id264351_2024_11_23_05.MP4,2020-10-09,2024-11-23,4.12
264351,279,quantex_at_home_id264351_2024_11_23_02.MP4,2020-10-09,2024-11-23,4.12
264356,35,quantex_at_home_id264356_2023_07_05_03.MP4,2019-11-01,2023-07-05,3.67
264356,107,quantex_at_home_id264356_2023_07_05_01.MP4,2019-11-01,2023-07-05,3.67
264356,110,quantex_at_home_id264356_2023_07_05_02.MP4,2019-11-01,2023-07-05,3.67
264356,139,quantex_at_home_id264356_2023_07_05_05.MP4,2019-11-01,2023-07-05,3.67
264368,263,quantex_at_home_id264368_2024_10_10_01.MP4,2019-11-20,2024-10-10,4.89
264368,297,quantex_at_home_id264368_2024_10_12_01.MP4,2019-11-20,2024-10-12,4.9
264368,302,quantex_at_home_id264368_2024_10_18_01.MP4,2019-11-20,2024-10-18,4.91
264368,289,quantex_at_home_id264368_2024_10_24_01.MP4,2019-11-20,2024-10-24,4.93
264368,154,quantex_at_home_id264368_2024_10_31_01.MP4,2019-11-20,2024-10-31,4.95
264585,16,quantex_at_home_id264585_2023_08_16_02.MP4,2019-12-29,2023-08-16,3.63
264585,95,quantex_at_home_id264585_2023_08_16_01.MP4,2019-12-29,2023-08-16,3.63
264585,100,quantex_at_home_id264585_2023_08_18_01.MP4,2019-12-29,2023-08-18,3.64
264585,17,quantex_at_home_id264585_2023_08_19_01.MP4,2019-12-29,2023-08-19,3.64
264585,119,quantex_at_home_id264585_2023_08_19_02.MP4,2019-12-29,2023-08-19,3.64
264585,55,quantex_at_home_id264585_2023_08_29_01.MP4,2019-12-29,2023-08-29,3.67
264585,61,quantex_at_home_id264585_2023_08_29_02.MP4,2019-12-29,2023-08-29,3.67
264585,14,quantex_at_home_id264585_2023_09_01_01.MP4,2019-12-29,2023-09-01,3.67
264683,249,quantex_at_home_id264683_2024_09_02_01.MP4,2020-01-27,2024-09-02,4.6
264683,293,quantex_at_home_id264683_2024_09_03_01.MP4,2020-01-27,2024-09-03,4.6
264683,301,quantex_at_home_id264683_2024_09_28_01.MP4,2020-01-27,2024-09-28,4.67
265514,326,quantex_at_home_id265514_2024_09_02_01.MP4,2019-07-06,2024-09-02,5.16
265514,314,quantex_at_home_id265514_2024_09_03_08.MP4,2019-07-06,2024-09-03,5.16
265514,327,quantex_at_home_id265514_2024_09_03_06.MP4,2019-07-06,2024-09-03,5.16
265514,329,quantex_at_home_id265514_2024_09_03_03.MP4,2019-07-06,2024-09-03,5.16
265514,341,quantex_at_home_id265514_2024_09_03_01.MP4,2019-07-06,2024-09-03,5.16
265514,379,quantex_at_home_id265514_2024_09_03_05.MP4,2019-07-06,2024-09-03,5.16
265514,415,quantex_at_home_id265514_2024_09_03_04.MP4,2019-07-06,2024-09-03,5.16
265514,418,quantex_at_home_id265514_2024_09_03_02.MP4,2019-07-06,2024-09-03,5.16
265514,423,quantex_at_home_id265514_2024_09_03_07.MP4,2019-07-06,2024-09-03,5.16
265514,338,quantex_at_home_id265514_2024_09_04_03.MP4,2019-07-06,2024-09-04,5.17
265514,384,quantex_at_home_id265514_2024_09_04_02.MP4,2019-07-06,2024-09-04,5.17
265514,434,quantex_at_home_id265514_2024_09_04_01.MP4,2019-07-06,2024-09-04,5.17
265514,412,quantex_at_home_id265514_2024_09_06_02.MP4,2019-07-06,2024-09-06,5.17
265514,420,quantex_at_home_id265514_2024_09_06_03.MP4,2019-07-06,2024-09-06,5.17
265514,437,quantex_at_home_id265514_2024_09_06_01.MP4,2019-07-06,2024-09-06,5.17
265514,438,quantex_at_home_id265514_2024_09_08_01.MP4,2019-07-06,2024-09-08,5.18
266050,7,quantex_at_home_id266050_2024_09_15_05.MP4,2021-01-31,2024-09-15,3.62
266050,30,quantex_at_home_id266050_2024_09_15_04.MP4,2021-01-31,2024-09-15,3.62
266050,40,quantex_at_home_id266050_2024_09_15_02.MP4,2021-01-31,2024-09-15,3.62
266050,111,quantex_at_home_id266050_2024_09_15_01.MP4,2021-01-31,2024-09-15,3.62
266050,145,quantex_at_home_id266050_2024_09_15_03.MP4,2021-01-31,2024-09-15,3.62
266050,37,quantex_at_home_id266050_2024_09_17_05.MP4,2021-01-31,2024-09-17,3.63
266050,44,quantex_at_home_id266050_2024_09_17_04.MP4,2021-01-31,2024-09-17,3.63
266050,80,quantex_at_home_id266050_2024_09_17_01.MP4,2021-01-31,2024-09-17,3.63
266050,140,quantex_at_home_id266050_2024_09_17_02.MP4,2021-01-31,2024-09-17,3.63
266050,147,quantex_at_home_id266050_2024_09_17_03.MP4,2021-01-31,2024-09-17,3.63
266050,10,quantex_at_home_id266050_2024_09_19_03.MP4,2021-01-31,2024-09-19,3.63
266050,25,quantex_at_home_id266050_2024_09_19_02.MP4,2021-01-31,2024-09-19,3.63
266050,28,quantex_at_home_id266050_2024_09_19_01.MP4,2021-01-31,2024-09-19,3.63
266050,19,quantex_at_home_id266050_2024_09_22_04.MP4,2021-01-31,2024-09-22,3.64
266050,22,quantex_at_home_id266050_2024_09_22_03.MP4,2021-01-31,2024-09-22,3.64
266050,27,quantex_at_home_id266050_2024_09_22_01.MP4,2021-01-31,2024-09-22,3.64
266050,74,quantex_at_home_id266050_2024_09_22_02.MP4,2021-01-31,2024-09-22,3.64
266050,105,quantex_at_home_id266050_2024_09_22_05.MP4,2021-01-31,2024-09-22,3.64
266050,114,quantex_at_home_id266050_2024_09_22_06.MP4,2021-01-31,2024-09-22,3.64
266063,142,quantex_at_home_id266063_2024_09_14_01.MP4,2021-03-13,2024-09-14,3.51
266063,103,quantex_at_home_id266063_2024_09_15_01.MP4,2021-03-13,2024-09-15,3.51
266063,47,quantex_at_home_id266063_2024_09_19_01.MP4,2021-03-13,2024-09-19,3.52
266063,43,quantex_at_home_id266063_2024_09_22_01.MP4,2021-03-13,2024-09-22,3.53
266063,8,quantex_at_home_id266063_2024_09_29_01.MP4,2021-03-13,2024-09-29,3.55
266151,15,quantex_at_home_id266151_2024_09_14_02.MP4,2021-01-31,2024-09-14,3.62
266151,71,quantex_at_home_id266151_2024_09_14_01.MP4,2021-01-31,2024-09-14,3.62
266151,146,quantex_at_home_id266151_2024_09_21_01.MP4,2021-01-31,2024-09-21,3.64
266606,171,quantex_at_home_id266606_2024_09_03_01.MP4,2020-02-25,2024-09-03,4.52
266606,189,quantex_at_home_id266606_2024_09_03_02.MP4,2020-02-25,2024-09-03,4.52
266606,300,quantex_at_home_id266606_2024_09_04_01.MP4,2020-02-25,2024-09-04,4.53
266606,213,quantex_at_home_id266606_2024_09_10_01.MP4,2020-02-25,2024-09-10,4.54
266606,288,quantex_at_home_id266606_2024_09_10_02.MP4,2020-02-25,2024-09-10,4.54
266606,207,quantex_at_home_id266606_2024_09_12_02.MP4,2020-02-25,2024-09-12,4.55
266606,295,quantex_at_home_id266606_2024_09_12_01.MP4,2020-02-25,2024-09-12,4.55
266606,180,quantex_at_home_id266606_2024_09_15_01.MP4,2020-02-25,2024-09-15,4.56
266822,397,quantex_at_home_id266822_2022_11_11_01.MP4,2017-04-21,2022-11-11,5.56
266822,328,quantex_at_home_id266822_2022_11_12_01.MP4,2017-04-21,2022-11-12,5.56
266822,435,quantex_at_home_id266822_2022_11_12_02.MP4,2017-04-21,2022-11-12,5.56
266822,319,quantex_at_home_id266822_2022_11_13_03.MP4,2017-04-21,2022-11-13,5.56
266822,414,quantex_at_home_id266822_2022_11_13_01.MP4,2017-04-21,2022-11-13,5.56
266822,310,quantex_at_home_id266822_2022_11_14_02.MP4,2017-04-21,2022-11-14,5.57
266822,337,quantex_at_home_id266822_2022_11_14_01.MP4,2017-04-21,2022-11-14,5.57
266822,374,quantex_at_home_id266822_2022_11_17_01.MP4,2017-04-21,2022-11-17,5.57
266971,86,quantex_at_home_id266971_2024_09_03_01.MP4,2021-02-02,2024-09-03,3.58
266971,98,quantex_at_home_id266971_2024_09_03_02.MP4,2021-02-02,2024-09-03,3.58
266971,132,quantex_at_home_id266971_2024_09_04_01.MP4,2021-02-02,2024-09-04,3.59
266971,3,quantex_at_home_id266971_2024_09_06_02.MP4,2021-02-02,2024-09-06,3.59
266971,11,quantex_at_home_id266971_2024_09_06_04.MP4,2021-02-02,2024-09-06,3.59
266971,31,quantex_at_home_id266971_2024_09_06_01.MP4,2021-02-02,2024-09-06,3.59
266971,102,quantex_at_home_id266971_2024_09_06_03.MP4,2021-02-02,2024-09-06,3.59
266971,21,quantex_at_home_id266971_2024_09_08_02.MP4,2021-02-02,2024-09-08,3.6
266971,77,quantex_at_home_id266971_2024_09_08_01.MP4,2021-02-02,2024-09-08,3.6
266971,36,quantex_at_home_id266971_2024_09_12_02.MP4,2021-02-02,2024-09-12,3.61
266971,63,quantex_at_home_id266971_2024_09_12_03.MP4,2021-02-02,2024-09-12,3.61
266971,70,quantex_at_home_id266971_2024_09_12_01.MP4,2021-02-02,2024-09-12,3.61
267094,252,quantex_at_home_id267094_2023_03_29_01.MP4,2018-12-05,2023-03-29,4.31
267094,215,quantex_at_home_id267094_2023_03_31_01.MP4,2018-12-05,2023-03-31,4.32
267094,173,quantex_at_home_id267094_2023_04_06_01.MP4,2018-12-05,2023-04-06,4.33
267094,199,quantex_at_home_id267094_2023_04_06_02.MP4,2018-12-05,2023-04-06,4.33
267863,62,quantex_at_home_id267863_2022_08_17_01.MP4,2019-09-09,2022-08-17,2.94
267863,72,quantex_at_home_id267863_2022_08_23_02.MP4,2019-09-09,2022-08-23,2.95
267863,131,quantex_at_home_id267863_2022_08_23_01.MP4,2019-09-09,2022-08-23,2.95
267863,42,quantex_at_home_id267863_2022_10_03_01.MP4,2019-09-09,2022-10-03,3.07
268898,165,quantex_at_home_id268898_2022_11_30_02.MP4,2018-08-28,2022-11-30,4.26
268898,181,quantex_at_home_id268898_2022_11_30_03.MP4,2018-08-28,2022-11-30,4.26
268898,223,quantex_at_home_id268898_2022_11_30_01.MP4,2018-08-28,2022-11-30,4.26
268898,190,quantex_at_home_id268898_2022_12_15_01.MP4,2018-08-28,2022-12-15,4.3
268898,197,quantex_at_home_id268898_2022_12_15_03.MP4,2018-08-28,2022-12-15,4.3
268898,222,quantex_at_home_id268898_2022_12_15_02.MP4,2018-08-28,2022-12-15,4.3
271611,382,quantex_at_home_id271611_2024_09_03_01.MP4,2019-05-31,2024-09-03,5.26
271611,306,quantex_at_home_id271611_2024_09_04_01.MP4,2019-05-31,2024-09-04,5.26
271611,362,quantex_at_home_id271611_2024_09_06_01.MP4,2019-05-31,2024-09-06,5.27
271611,364,quantex_at_home_id271611_2024_09_08_02.MP4,2019-05-31,2024-09-08,5.28
271611,392,quantex_at_home_id271611_2024_09_08_04.MP4,2019-05-31,2024-09-08,5.28
271611,399,quantex_at_home_id271611_2024_09_08_03.MP4,2019-05-31,2024-09-08,5.28
271611,441,quantex_at_home_id271611_2024_09_08_01.MP4,2019-05-31,2024-09-08,5.28
271700,360,quantex_at_home_id271700_2023_03_08_01.MP4,2017-05-15,2023-03-08,5.81
271700,391,quantex_at_home_id271700_2023_03_27_01.MP4,2017-05-15,2023-03-27,5.86
271700,344,quantex_at_home_id271700_2023_06_08_02.MP4,2017-05-15,2023-06-08,6.06
271700,359,quantex_at_home_id271700_2023_06_08_01.MP4,2017-05-15,2023-06-08,6.06
271700,393,quantex_at_home_id271700_2023_06_16_01.MP4,2017-05-15,2023-06-16,6.09
271700,436,quantex_at_home_id271700_2023_06_19_01.MP4,2017-05-15,2023-06-19,6.09
272475,453,quantex_at_home_id272475_2024_10_30_01.MP4,2019-05-21,2024-10-30,5.45
272475,333,quantex_at_home_id272475_2024_11_02_02.MP4,2019-05-21,2024-11-02,5.45
272475,422,quantex_at_home_id272475_2024_11_02_01.MP4,2019-05-21,2024-11-02,5.45
272475,443,quantex_at_home_id272475_2024_11_02_03.MP4,2019-05-21,2024-11-02,5.45
273855,104,quantex_at_home_id273855_2023_06_04_01.MP4,2019-07-13,2023-06-04,3.89
273855,106,quantex_at_home_id273855_2023_06_04_02.MP4,2019-07-13,2023-06-04,3.89
273855,93,quantex_at_home_id273855_2023_06_08_01.MP4,2019-07-13,2023-06-08,3.9
273855,108,quantex_at_home_id273855_2023_06_08_02.MP4,2019-07-13,2023-06-08,3.9
273855,20,quantex_at_home_id273855_2023_06_09_02.MP4,2019-07-13,2023-06-09,3.91
273855,90,quantex_at_home_id273855_2023_06_09_01.MP4,2019-07-13,2023-06-09,3.91
275411,177,quantex_at_home_id275411_2024_11_20_01.MP4,2020-10-21,2024-11-20,4.08
275411,160,quantex_at_home_id275411_2024_11_22_01.MP4,2020-10-21,2024-11-22,4.09
275411,211,quantex_at_home_id275411_2024_11_22_02.MP4,2020-10-21,2024-11-22,4.09
275411,281,quantex_at_home_id275411_2024_11_22_03.MP4,2020-10-21,2024-11-22,4.09
275411,187,quantex_at_home_id275411_2024_11_23_03.MP4,2020-10-21,2024-11-23,4.09
275411,227,quantex_at_home_id275411_2024_11_23_02.MP4,2020-10-21,2024-11-23,4.09
275411,233,quantex_at_home_id275411_2024_11_23_04.MP4,2020-10-21,2024-11-23,4.09
275411,287,quantex_at_home_id275411_2024_11_23_01.MP4,2020-10-21,2024-11-23,4.09
